"dec1","dec2","dec3","dec4","dec5","dec6","dec7","dec8","dec9","episodes","censored","model","C","M","a","active","uniform","fam_context","cell_elapsed_secs","sweep","active_prob","active_policy","choice_k_label"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",24.110335111618,"active_prob",1,"unknown","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
99,199,300,399,499,599,700,799,899,990,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",25.6612110137939,"policy",1,"goldilocks","Inf"
